resources/step-1/Black_DJI-10, BE-0.png	750	99	91	104	255
resources/step-1/Black_DJI-10, BE-0.png	903	80	76	93	255
resources/step-1/Black_DJI-10, BE-0.png	1005	86	77	98	255
resources/step-1/Black_DJI-10, BE-0.png	1284	79	67	87	255
resources/step-1/Black_DJI-10, BE-0.png	1607	74	64	88	255
resources/step-1/Black_DJI-10, BE-0.png	1622	76	67	88	255
resources/step-1/Black_DJI-10, BE-0.png	2111	74	62	84	255
resources/step-1/Black_DJI-10, BE-0.png	2160	79	65	90	255
resources/step-1/Black_DJI-10, BE-0.png	2500	75	66	87	255
resources/step-1/Black_DJI-10, BE-0.png	2757	69	57	79	255
resources/step-1/Black_DJI-10, BE-0.png	2760	74	62	84	255
resources/step-1/Black_DJI-10, BE-0.png	2944	77	63	86	255
resources/step-1/Black_DJI-10, BE-0.png	2991	81	67	90	255
resources/step-1/Black_DJI-10, BE-0.png	3033	76	62	85	255
resources/step-1/Black_DJI-10, BE-0.png	3557	84	69	92	255
resources/step-1/Black_DJI-10, BE-0.png	3718	79	65	88	255
resources/step-1/Black_DJI-10, BE-0.png	3846	80	66	91	255
resources/step-1/Black_DJI-10, BE-0.png	3938	81	67	92	255
resources/step-1/Black_DJI-10, BE-0.png	3968	86	75	89	255
resources/step-1/Black_DJI-10, BE-0.png	4008	77	63	86	255
resources/step-1/Black_DJI-10, BE-0.png	4011	77	63	86	255
resources/step-1/Black_DJI-10, BE-0.png	4094	75	63	87	255
resources/step-1/Black_DJI-10, BE-0.png	4435	83	70	90	255
resources/step-1/Black_DJI-10, BE-0.png	4676	73	64	85	255
resources/step-1/Black_DJI-10, BE-0.png	4723	84	71	91	255
resources/step-1/Black_DJI-10, BE-0.png	5215	87	72	93	255
resources/step-1/Black_DJI-10, BE-0.png	5795	90	75	96	255
resources/step-1/Black_DJI-10, BE-0.png	5955	84	69	92	255
resources/step-1/Black_DJI-10, BE-0.png	6253	86	72	97	255
resources/step-1/Black_DJI-10, BE-0.png	6367	85	72	92	255
resources/step-1/Black_DJI-10, BE-0.png	6427	76	64	86	255
resources/step-1/Black_DJI-10, BE-0.png	6468	86	71	92	255
resources/step-1/Black_DJI-10, BE-0.png	6482	89	72	91	255
resources/step-1/Black_DJI-10, BE-0.png	6534	80	64	90	255
resources/step-1/Black_DJI-10, BE-0.png	6710	76	64	86	255
resources/step-1/Black_DJI-10, BE-0.png	6718	77	65	87	255
resources/step-1/Black_DJI-10, BE-0.png	6836	78	64	87	255
resources/step-1/Black_DJI-10, BE-0.png	7002	74	62	84	255
resources/step-1/Black_DJI-10, BE-0.png	7032	77	65	85	255
resources/step-1/Black_DJI-10, BE-0.png	7193	73	61	83	255
