resources/input/W_DJI-10, BE-1.png	1689	255	250	124	255
resources/input/W_DJI-10, BE-1.png	1699	253	243	109	255
resources/input/W_DJI-10, BE-1.png	1894	255	246	119	255
resources/input/W_DJI-10, BE-1.png	2080	252	245	113	255
resources/input/W_DJI-10, BE-1.png	2179	255	248	118	255
resources/input/W_DJI-10, BE-1.png	2197	255	249	117	255
resources/input/W_DJI-10, BE-1.png	2301	235	231	82	255
resources/input/W_DJI-10, BE-1.png	2588	254	251	120	255
resources/input/W_DJI-10, BE-1.png	2692	252	253	113	255
resources/input/W_DJI-10, BE-1.png	2768	254	254	124	255
resources/input/W_DJI-10, BE-1.png	2793	254	252	133	255
resources/input/W_DJI-10, BE-1.png	2877	255	254	125	255
resources/input/W_DJI-10, BE-1.png	2971	254	254	132	255
resources/input/W_DJI-10, BE-1.png	3260	255	255	139	255
resources/input/W_DJI-10, BE-1.png	3453	255	254	151	255
resources/input/W_DJI-10, BE-1.png	3654	255	254	190	255
resources/input/W_DJI-10, BE-1.png	3740	255	254	143	255
resources/input/W_DJI-10, BE-1.png	3943	255	253	182	255
resources/input/W_DJI-10, BE-1.png	3946	255	254	197	255
resources/input/W_DJI-10, BE-1.png	4240	254	254	158	255
resources/input/W_DJI-10, BE-1.png	4536	255	255	133	255
resources/input/W_DJI-10, BE-1.png	4624	254	254	120	255
resources/input/W_DJI-10, BE-1.png	4942	208	203	85	255
resources/input/W_DJI-10, BE-1.png	4955	255	255	129	255
resources/input/W_DJI-10, BE-1.png	5050	254	250	114	255
resources/input/W_DJI-10, BE-1.png	5177	255	252	127	255
resources/input/W_DJI-10, BE-1.png	5264	255	255	121	255
resources/input/W_DJI-10, BE-1.png	5449	253	250	107	255
resources/input/W_DJI-10, BE-1.png	5454	253	252	112	255
resources/input/W_DJI-10, BE-1.png	5470	255	252	119	255
resources/input/W_DJI-10, BE-1.png	5654	253	251	116	255
resources/input/W_DJI-10, BE-1.png	5669	255	253	116	255
resources/input/W_DJI-10, BE-1.png	5770	255	251	117	255
resources/input/W_DJI-10, BE-1.png	6054	255	249	116	255
resources/input/W_DJI-10, BE-1.png	6061	253	251	114	255
resources/input/W_DJI-10, BE-1.png	6144	255	249	109	255
resources/input/W_DJI-10, BE-1.png	6148	253	250	111	255
resources/input/W_DJI-10, BE-1.png	6157	254	251	112	255
resources/input/W_DJI-10, BE-1.png	6161	255	249	113	255
resources/input/W_DJI-10, BE-1.png	6237	254	253	113	255
resources/input/W_DJI-10, BE-1.png	6250	255	251	115	255
resources/input/W_DJI-10, BE-1.png	6330	227	220	70	255
resources/input/W_DJI-10, BE-1.png	6824	254	245	104	255
resources/input/W_DJI-10, BE-1.png	7016	255	244	103	255
resources/input/W_DJI-10, BE-1.png	7033	255	247	110	255
resources/input/W_DJI-10, BE-1.png	7407	254	243	102	255
resources/input/W_DJI-10, BE-1.png	7632	255	248	108	255
resources/input/W_DJI-10, BE-1.png	7733	254	247	107	255
resources/input/W_DJI-10, BE-1.png	7808	254	245	104	255
resources/input/W_DJI-10, BE-1.png	7930	254	247	104	255
resources/input/Sand_DJI-10, BE-2 copy.png	388	241	226	63	255
resources/input/Sand_DJI-10, BE-2 copy.png	987	250	234	76	255
resources/input/Sand_DJI-10, BE-2 copy.png	993	244	225	34	255
resources/input/Sand_DJI-10, BE-2 copy.png	1201	239	224	21	255
resources/input/Sand_DJI-10, BE-2 copy.png	1700	234	216	22	255
resources/input/Sand_DJI-10, BE-2 copy.png	1805	241	222	31	255
resources/input/Sand_DJI-10, BE-2 copy.png	1894	204	188	43	255
resources/input/Sand_DJI-10, BE-2 copy.png	1903	240	222	28	255
resources/input/Sand_DJI-10, BE-2 copy.png	2001	235	219	35	255
resources/input/Sand_DJI-10, BE-2 copy.png	2112	240	222	28	255
resources/input/Sand_DJI-10, BE-2 copy.png	2201	230	219	33	255
resources/input/Sand_DJI-10, BE-2 copy.png	2410	236	216	31	255
resources/input/Sand_DJI-10, BE-2 copy.png	2515	239	219	34	255
resources/input/Sand_DJI-10, BE-2 copy.png	2615	240	222	38	255
resources/input/Sand_DJI-10, BE-2 copy.png	2625	243	225	27	255
resources/input/Sand_DJI-10, BE-2 copy.png	2626	244	226	30	255
resources/input/Sand_DJI-10, BE-2 copy.png	2823	242	225	34	255
resources/input/Sand_DJI-10, BE-2 copy.png	2923	234	215	35	255
resources/input/Sand_DJI-10, BE-2 copy.png	3120	225	206	65	255
resources/input/Sand_DJI-10, BE-2 copy.png	3239	232	216	35	255
resources/input/Sand_DJI-10, BE-2 copy.png	3396	215	203	55	255
resources/input/Sand_DJI-10, BE-2 copy.png	3443	248	230	60	255
resources/input/Sand_DJI-10, BE-2 copy.png	3448	250	231	75	255
resources/input/Sand_DJI-10, BE-2 copy.png	3534	235	219	62	255
resources/input/Sand_DJI-10, BE-2 copy.png	4009	215	201	43	255
resources/input/Sand_DJI-10, BE-2 copy.png	4916	219	204	51	255
resources/input/Sand_DJI-10, BE-2 copy.png	5031	204	189	46	255
resources/input/Sand_DJI-10, BE-2 copy.png	5121	215	200	45	255
resources/input/Sand_DJI-10, BE-2 copy.png	5238	217	199	53	255
resources/input/Sand_DJI-10, BE-2 copy.png	5321	217	202	51	255
resources/input/Sand_DJI-10, BE-2 copy.png	5339	219	203	56	255
resources/input/Sand_DJI-10, BE-2 copy.png	5342	216	202	54	255
resources/input/Sand_DJI-10, BE-2 copy.png	5522	217	201	56	255
resources/input/Sand_DJI-10, BE-2 copy.png	5750	223	210	69	255
resources/input/Sand_DJI-10, BE-2 copy.png	5826	210	193	53	255
resources/input/Sand_DJI-10, BE-2 copy.png	6041	217	199	61	255
resources/input/Sand_DJI-10, BE-2 copy.png	6127	209	193	56	255
resources/input/Sand_DJI-10, BE-2 copy.png	6138	218	201	61	255
resources/input/Sand_DJI-10, BE-2 copy.png	6257	225	207	81	255
resources/input/Sand_DJI-10, BE-2 copy.png	6326	198	187	61	255
resources/input/Sand_DJI-10, BE-2 copy.png	6356	222	208	73	255
resources/input/Sand_DJI-10, BE-2 copy.png	6357	216	201	72	255
resources/input/Sand_DJI-10, BE-2 copy.png	6450	218	200	64	255
resources/input/Sand_DJI-10, BE-2 copy.png	6549	224	207	65	255
resources/input/Sand_DJI-10, BE-2 copy.png	6560	221	207	74	255
